Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
39206at7147	Single	ptg000082l_1	4019818	4029667	-	890	441	0.3721	0.963855421686747	0	39206at7147_8	4028995_4029667_-|4019819_4020897_-
58204at7147	Single	ptg000132l_1	3667023	3667916	+	833	219	0.6063	0.9477611940298507	0	58204at7147_5	3667024_3667162_+|3667236_3667630_+|3667689_3667916_+
62640at7147	Single	ptg000400l_1	199622	200903	-	1101	261	0.5941	0.9823232323232324	0	62640at7147_4	200823_200903_-|200548_200763_-|199623_200489_-
18318at7147	Single	ptg000026l_1	6412215	6453341	+	1705	429	0.5889	0.938610662358643	0	18318at7147_0	6412216_6412330_+|6430627_6430784_+|6430882_6430950_+|6431021_6431222_+|6431281_6431424_+|6431483_6431599_+|6431664_6431787_+|6431853_6431975_+|6432040_6432169_+|6432234_6432370_+|6452777_6452968_+|6453033_6453195_+|6453252_6453341_+
18042at7147	Single	ptg000102l_1	9526009	9527875	-	1229	459	0.4086	0.6211412535079514	0	18042at7147_1	9526010_9527875_-
53272at7147	Single	ptg000142l_1	915449	917304	-	660	181	0.6106	0.7761194029850746	0	53272at7147_4	917092_917304_-|915450_915860_-
51767at7147	Single	ptg000258l_1	1001690	1012788	-	983	251	0.622	0.9764309764309764	0	51767at7147_3	1012611_1012788_-|1001871_1002468_-|1001691_1001781_-
28926at7147	Single	ptg000305l_1	265953	292283	-	1048	305	0.4084	0.9194139194139194	0	28926at7147_7	292203_292283_-|279901_280318_-|279556_279839_-|269891_270137_-|269507_269826_-|265954_266079_-
17694at7147	Duplicated	ptg000410l_1	37150	66827	-	1042	504	0.3579	0.9587765957446809	0	17694at7147_7	66528_66827_-|66163_66265_-|65872_66103_-|64645_65785_-|37151_37564_-
17694at7147	Duplicated	ptg000005l_1	8482711	8499771	-	1057	509	0.3589	0.9428191489361702	0	17694at7147_7	8499689_8499771_-|8499411_8499633_-|8499047_8499149_-|8498788_8498987_-|8497527_8498708_-|8482712_8483127_-
26459at7147	Single	ptg000230l_1	6595692	6597591	+	2206	451	0.6746	1.0	0	26459at7147_1	6595693_6595713_+|6595783_6597591_+
9447at7147	Single	ptg000329l_1	3467408	3481327	-	2994	742	0.6016	1.0	0	9447at7147_1	3481177_3481327_-|3478556_3479805_-|3478302_3478499_-|3478100_3478242_-|3477939_3478044_-|3477281_3477871_-|3467409_3467663_-
55264at7147	Single	ptg000106l_1	1543654	1544951	-	1001	214	0.7851	0.9877551020408163	0	55264at7147_1	1544845_1544951_-|1544142_1544580_-|1543655_1543834_-
51847at7147	Single	ptg000296l_1	2208358	2209315	+	895	259	0.5016	0.9610778443113772	0	51847at7147_5	2208359_2209315_+
58819at7147	Single	ptg000158l_1	3069022	3071992	+	1717	331	0.9536	1.0	0	58819at7147_0	3069023_3069052_+|3069106_3069260_+|3071013_3071201_+|3071260_3071722_+|3071795_3071992_+
56188at7147	Single	ptg000313l_1	4492505	4493386	-	673	224	0.4637	0.956953642384106	0	56188at7147_3	4492660_4493386_-|4492506_4492597_-
10426at7147	Single	ptg000032l_1	8957833	8963631	+	1653	493	0.4132	1.0	0	10426at7147_4	8957834_8958454_+|8961034_8963487_+|8963572_8963631_+
12434at7147	Single	ptg000233l_1	5749142	5767871	+	1568	639	0.3395	1.0	0	12434at7147_0	5749143_5749532_+|5749599_5750447_+|5752961_5754808_+|5767803_5767871_+
7954at7147	Duplicated	ptg000060l_1	903207	906204	+	1633	619	0.3838	0.9636174636174636	0	7954at7147_9	903208_903339_+|903407_904258_+|904438_904539_+|904600_906204_+
7954at7147	Duplicated	ptg000066l_1	273749	279844	-	1632	619	0.3838	0.9636174636174636	0	7954at7147_9	279713_279844_-|278794_279645_-|278518_278619_-|273750_275354_-
20050at7147	Single	ptg000351l_1	40143	42191	+	2263	525	0.6933	0.9453717754172989	0	20050at7147_0	40144_41775_+|41835_41938_+|41995_42055_+|42114_42191_+
77574at7147	Single	ptg000218l_1	3143867	3144283	-	473	91	0.8947	1.0	0	77574at7147_1	3144007_3144283_-|3143868_3143926_-
6097at7147	Single	ptg000256l_1	62311	89784	+	2016	673	0.4487	0.8439834024896266	0	6097at7147_7	62312_62469_+|64722_65323_+|86151_86441_+|86509_86699_+|88096_88795_+|88919_89784_+
7628at7147	Single	ptg000267l_1	5499076	5546135	+	3800	804	0.6969	0.9640883977900553	0	7628at7147_4	5499077_5499164_+|5504522_5504665_+|5511674_5512153_+|5528328_5528390_+|5535816_5536056_+|5536125_5536802_+|5542896_5543181_+|5543247_5544125_+|5545830_5546135_+
26801at7147	Single	ptg000477l_1	1861934	1863737	-	1203	262	0.4501	0.8958333333333334	0	26801at7147_1	1863615_1863737_-|1862742_1863550_-|1861935_1862682_-
43750at7147	Single	ptg000409l_1	1018732	1024958	-	599	286	0.3626	0.9755011135857461	0	43750at7147_0	1024233_1024958_-|1019065_1019373_-|1018866_1019002_-|1018733_1018802_-
72807at7147	Single	ptg000005l_1	8207796	8208385	+	364	74	0.5	1.0	0	72807at7147_3	8207797_8208175_+|8208264_8208385_+
32983at7147	Single	ptg000032l_1	16552552	16555299	+	1650	545	0.4672	1.0	0	32983at7147_3	16552553_16552700_+|16552782_16553053_+|16553132_16553755_+|16554157_16555299_+
23463at7147	Single	ptg000148l_1	9893275	9895410	+	2401	503	0.7797	0.978405315614618	0	23463at7147_9	9893276_9893492_+|9893630_9894929_+|9895093_9895291_+|9895357_9895410_+
7596at7147	Single	ptg000014l_1	5140208	5151581	+	3247	976	0.5218	0.9960474308300395	0	7596at7147_9	5140209_5140313_+|5140377_5141899_+|5147910_5149386_+|5150916_5151581_+
45528at7147	Duplicated	ptg000473l_1	218546	219668	+	1337	281	0.7453	0.9164265129682997	0	45528at7147_2	218547_218612_+|218675_219034_+|219147_219668_+
45528at7147	Duplicated	ptg000126l_1	436085	437206	-	1337	281	0.7453	0.9164265129682997	0	45528at7147_2	437141_437206_-|436720_437079_-|436086_436607_-
48535at7147	Single	ptg000062l_1	4381968	4387068	-	1129	353	0.5061	0.9799196787148594	0	48535at7147_7	4386791_4387068_-|4383290_4384016_-|4383047_4383226_-|4381969_4382142_-
13925at7147	Single	ptg000219l_1	2073461	2075749	-	2816	626	0.7514	0.986130374479889	0	13925at7147_0	2073810_2075749_-|2073462_2073660_-
7775at7147	Single	ptg000140l_1	4310762	4327588	-	4357	873	0.7582	0.9474161378059837	0	7775at7147_0	4327520_4327588_-|4327162_4327425_-|4314013_4314312_-|4311767_4313946_-|4311443_4311711_-|4311285_4311376_-|4310763_4310834_-
21742at7147	Single	ptg000190l_1	2088771	2102850	+	2042	548	0.5898	0.9895052473763118	0	21742at7147_7	2088772_2088881_+|2096804_2097095_+|2097291_2097546_+|2098711_2098864_+|2099034_2099632_+|2099697_2099879_+|2102627_2102850_+
63304at7147	Single	ptg000020l_1	6112805	6113438	+	674	132	0.6274	0.8225108225108225	0	63304at7147_1	6112806_6113438_+
14506at7147	Single	ptg000477l_1	2360440	2366186	-	2153	402	0.5906	1.0	0	14506at7147_0	2364842_2366186_-|2361432_2361739_-|2361134_2361370_-|2360914_2361063_-|2360591_2360848_-|2360441_2360527_-
23988at7147	Single	ptg000168l_1	2507402	2517561	+	2733	527	0.5231	0.9970588235294118	0	23988at7147_3	2507403_2507927_+|2508072_2509704_+|2515844_2516141_+|2516216_2516450_+|2517262_2517561_+
61944at7147	Single	ptg000093l_1	3963706	3964319	+	679	170	0.6413	0.7965367965367965	0	61944at7147_9	3963707_3963968_+|3964030_3964319_+
30903at7147	Single	ptg000132l_1	1523914	1530272	+	2762	406	0.968	1.0	0	30903at7147_2	1523915_1524076_+|1524138_1524290_+|1524505_1524654_+|1524713_1525434_+|1525499_1525646_+|1529928_1530272_+
51210at7147	Single	ptg000219l_1	2080548	2081217	+	712	160	0.6592	1.0	0	51210at7147_3	2080549_2081217_+
59636at7147	Single	ptg000349l_1	3543870	3544576	-	705	154	0.7299	1.0	0	59636at7147_5	3544451_3544576_-|3543871_3544266_-
41775at7147	Single	ptg000244l_1	5369357	5391743	-	1496	371	0.5616	0.9841584158415841	0	41775at7147_1	5390839_5391743_-|5380132_5380414_-|5379744_5379986_-|5369358_5369435_-
51139at7147	Single	ptg000004l_1	2579429	2598261	+	1668	198	1.0	1.0	0	51139at7147_2	2579430_2579532_+|2583661_2583786_+|2583875_2584052_+|2584146_2584256_+|2597770_2597917_+|2597977_2598261_+
57419at7147	Single	ptg000010l_1	1697685	1698585	+	827	256	0.5326	0.7796610169491526	0	57419at7147_3	1697686_1698238_+|1698311_1698585_+
11767at7147	Single	ptg000069l_1	7521785	7528785	-	3169	562	0.8531	0.9136125654450262	0	11767at7147_4	7528754_7528785_-|7527227_7528694_-|7522236_7522526_-|7521987_7522165_-|7521786_7521924_-
1739at7147	Single	ptg000193l_1	6654585	6737592	+	6644	1270	0.76	1.0	0	1739at7147_6	6654586_6654705_+|6702096_6704855_+|6705949_6706374_+|6706448_6707154_+|6707265_6707599_+|6709377_6710026_+|6737363_6737592_+
5770at7147	Single	ptg000029l_1	6286923	6346268	-	4297	789	0.8151	0.903558052434457	0	5770at7147_0	6345944_6346268_-|6327877_6328044_-|6327573_6327731_-|6327309_6327385_-|6326905_6327003_-|6316461_6316620_-|6315058_6315348_-|6294594_6295420_-|6294395_6294524_-|6294064_6294318_-|6287138_6287398_-|6286924_6287075_-
30627at7147	Single	ptg000262l_1	826177	827527	+	1265	382	0.528	0.9626556016597511	0	30627at7147_7	826178_827527_+
37097at7147	Single	ptg000280l_1	2919724	2926084	+	1072	245	0.6236	0.9969040247678018	0	37097at7147_1	2919725_2920170_+|2920507_2921028_+|2926015_2926084_+
28685at7147	Single	ptg000437l_1	2517873	2521969	+	1405	446	0.5226	0.960644007155635	0	28685at7147_8	2517874_2518042_+|2518951_2519138_+|2519912_2520721_+|2521511_2521969_+
35978at7147	Single	ptg000026l_1	9744839	9746329	+	1644	409	0.6444	0.948	0	35978at7147_3	9744840_9745044_+|9745116_9746329_+
33641at7147	Single	ptg000156l_1	194428	208667	+	1496	314	0.8225	1.0	0	33641at7147_0	194429_194505_+|207439_207558_+|207623_207911_+|207976_208251_+|208309_208455_+|208512_208667_+
60480at7147	Single	ptg000218l_1	4344827	4366632	+	747	299	0.4579	0.9859943977591037	0	60480at7147_5	4344828_4345085_+|4365898_4366632_+
2889at7147	Single	ptg000287l_1	1601507	1624841	+	3734	964	0.575	1.0	0	2889at7147_8	1601508_1601700_+|1616805_1618579_+|1622674_1623830_+|1623894_1624306_+|1624376_1624583_+|1624649_1624841_+
13374at7147	Single	ptg000121l_1	2336195	2367630	-	1605	474	0.4698	1.0	0	13374at7147_7	2367453_2367630_-|2352373_2352523_-|2351586_2351698_-|2348850_2348920_-|2347936_2348782_-|2347382_2347717_-|2336619_2336748_-|2336196_2336554_-
21828at7147	Single	ptg000064l_1	1844070	1866840	-	1379	349	0.4934	0.8647058823529412	0	21828at7147_4	1866664_1866840_-|1856298_1856412_-|1855767_1856071_-|1844883_1845350_-|1844287_1844823_-|1844071_1844220_-
22699at7147	Single	ptg000081l_1	883732	887679	-	1809	417	0.6304	1.0	0	22699at7147_4	887620_887679_-|886769_887517_-|885408_885507_-|885003_885343_-|884802_884943_-|883733_883978_-
10481at7147	Single	ptg000316l_1	11429944	11442524	+	1344	505	0.3692	0.984994640943194	0	10481at7147_6	11429945_11430151_+|11430338_11431885_+|11441226_11442191_+|11442351_11442524_+
41123at7147	Single	ptg000300l_1	3183888	3184962	-	1242	315	0.6444	0.9598930481283422	0	41123at7147_6	3183889_3184962_-
7707at7147	Duplicated	ptg000325l_1	983497	1002887	-	3377	760	0.6864	1.0	0	7707at7147_4	1002605_1002887_-|1002391_1002525_-|1000616_1002239_-|993085_993462_-|992491_992766_-|983498_983693_-
7707at7147	Duplicated	ptg000146l_1	1922738	1942320	-	3376	760	0.6864	1.0	0	7707at7147_4	1942038_1942320_-|1941824_1941958_-|1940048_1941671_-|1923754_1924131_-|1923161_1923436_-|1922739_1922934_-
17275at7147	Single	ptg000222l_1	11314818	11326719	+	2055	468	0.6988	1.0	0	17275at7147_9	11314819_11314848_+|11314913_11315800_+|11315919_11316422_+|11326444_11326719_+
48184at7147	Single	ptg000222l_1	4021047	4022252	-	1265	284	0.6573	1.0	0	48184at7147_4	4022137_4022252_-|4021199_4022066_-|4021048_4021131_-
9219at7147	Duplicated	ptg000074l_1	1879769	1883364	-	3769	946	0.6062	0.9739583333333334	0	9219at7147_6	1882835_1883364_-|1881373_1882773_-|1881144_1881315_-|1880476_1881081_-|1879770_1880414_-
9219at7147	Duplicated	ptg000412l_1	3837146	3840731	-	3745	946	0.5953	0.9739583333333334	0	9219at7147_6	3838744_3840731_-|3838517_3838688_-|3837853_3838458_-|3837147_3837791_-
60225at7147	Single	ptg000082l_1	4090676	4139253	-	843	150	0.875	1.0	0	60225at7147_0	4139153_4139253_-|4090677_4091103_-
30439at7147	Single	ptg000109l_1	3017118	3027286	-	1556	372	0.6789	1.0	0	30439at7147_3	3027126_3027286_-|3018825_3019172_-|3018457_3018696_-|3018051_3018389_-|3017119_3017254_-
56624at7147	Single	ptg000055l_1	5689475	5690870	+	582	214	0.4505	0.9575971731448764	0	56624at7147_5	5689476_5689566_+|5689917_5690017_+|5690116_5690534_+|5690681_5690870_+
41286at7147	Single	ptg000274l_1	1615971	1625627	-	1203	282	0.6708	1.0	0	41286at7147_2	1625503_1625627_-|1616691_1616934_-|1616403_1616627_-|1615972_1616343_-
38937at7147	Single	ptg000032l_1	8065758	8074002	-	1377	363	0.3879	0.9766355140186916	0	38937at7147_6	8073138_8074002_-|8067580_8067971_-|8067294_8067516_-|8065759_8067113_-
30675at7147	Duplicated	ptg000581l_1	726312	745074	+	1286	261	0.6894	0.4526166902404526	0	30675at7147_1	726313_726607_+|726667_726810_+|727982_728182_+|728250_728345_+|744857_745074_+
30675at7147	Duplicated	ptg000280l_1	722966	737009	+	1286	261	0.6894	0.4526166902404526	0	30675at7147_1	722967_723261_+|723321_723464_+|724623_724823_+|724891_724986_+|736792_737009_+
824at7147	Duplicated	ptg000166l_1	440876	445065	-	5621	1135	0.7928	0.9955947136563876	0	824at7147_7	441043_445065_-|440877_440981_-
824at7147	Duplicated	ptg000361l_1	2849637	2853826	+	5613	1132	0.7913	0.9955947136563876	0	824at7147_7	2849638_2853660_+|2853722_2853826_+
3469at7147	Single	ptg000070l_1	1585392	1589168	+	3828	1021	0.6014	0.9642857142857143	0	3469at7147_8	1585393_1587595_+|1587667_1589168_+
10012at7147	Single	ptg000011l_1	678329	681044	-	3217	404	0.7503	1.0	0	10012at7147_1	679723_681044_-|678330_679371_-
43200at7147	Single	ptg000327l_1	40170	169754	-	1354	266	0.8006	1.0	0	43200at7147_0	169572_169754_-|48679_48942_-|48355_48617_-|40171_40432_-
28651at7147	Single	ptg000330l_1	2204245	2209136	-	1850	347	0.8329	1.0	0	28651at7147_1	2209097_2209136_-|2207919_2208988_-|2204246_2204338_-
52215at7147	Single	ptg000185l_1	5358652	5359948	+	829	315	0.4584	0.8532110091743119	0	52215at7147_6	5358653_5358707_+|5358776_5359023_+|5359080_5359397_+|5359481_5359948_+
33254at7147	Single	ptg000082l_1	4386165	4387335	-	1234	320	0.6273	1.0	0	33254at7147_0	4386431_4387335_-|4386166_4386370_-
34806at7147	Single	ptg000255l_1	6587854	6598729	-	1758	395	0.6709	0.9771309771309772	0	34806at7147_0	6597537_6598729_-|6587855_6588074_-
15731at7147	Duplicated	ptg000020l_1	332226	334353	-	2075	478	0.651	0.4755412991178829	0	15731at7147_6	334288_334353_-|333530_334204_-|332610_333429_-|332442_332546_-|332227_332330_-
15731at7147	Duplicated	ptg000056l_1	3045560	3047697	-	2063	478	0.6476	0.4731355252606255	0	15731at7147_6	3047632_3047697_-|3046874_3047548_-|3045953_3046769_-|3045787_3045891_-|3045561_3045655_-
33889at7147	Duplicated	ptg000243l_1	3038768	3074205	-	1357	293	0.7172	0.7669683257918553	0	33889at7147_5	3073996_3074205_-|3055691_3056055_-|3038769_3039222_-
33889at7147	Duplicated	ptg000142l_1	7390602	7414516	+	1357	293	0.7172	0.7669683257918553	0	33889at7147_5	7390603_7390812_+|7401859_7402223_+|7414063_7414516_+
68601at7147	Single	ptg000330l_1	2399219	2399627	-	575	135	0.7664	0.6035242290748899	0	68601at7147_1	2399220_2399627_-
37011at7147	Single	ptg000052l_1	4413439	4431575	+	1898	370	0.6955	0.9443447037701975	0	37011at7147_2	4413440_4413810_+|4413872_4414198_+|4414266_4414527_+|4414788_4414973_+|4422210_4422308_+|4431225_4431575_+
55874at7147	Single	ptg000053l_1	1903460	1904378	+	585	188	0.4563	0.9264705882352942	0	55874at7147_5	1903461_1903582_+|1903644_1903809_+|1903870_1903958_+|1904015_1904378_+
60879at7147	Single	ptg000308l_1	3690344	3702850	+	622	199	0.4279	0.984251968503937	0	60879at7147_5	3690345_3691035_+|3702420_3702850_+
22962at7147	Single	ptg000244l_1	5442705	5480205	+	2091	552	0.6161	0.9215406562054208	0	22962at7147_3	5442706_5442797_+|5465490_5465812_+|5465871_5466755_+|5479520_5479914_+|5479984_5480205_+
56815at7147	Single	ptg000125l_1	3340420	3342014	+	806	181	0.776	0.9552238805970149	0	56815at7147_7	3340421_3340528_+|3341329_3341439_+|3341506_3341725_+|3341878_3342014_+
59650at7147	Duplicated	ptg000025l_1	8833	9517	+	395	125	0.453	1.0	0	59650at7147_5	8834_8933_+|9003_9206_+|9285_9517_+
59650at7147	Duplicated	ptg000193l_1	4351279	4351949	-	393	125	0.453	1.0	0	59650at7147_5	4351850_4351949_-|4351580_4351783_-|4351280_4351512_-
60696at7147	Single	ptg000167l_1	4711159	4711915	-	730	164	0.6266	1.0	0	60696at7147_0	4711431_4711915_-|4711160_4711367_-
74124at7147	Single	ptg000233l_1	4381063	4389492	-	518	106	0.8678	0.983739837398374	0	74124at7147_0	4389359_4389492_-|4381064_4381292_-
38522at7147	Single	ptg000137l_1	15487058	15503192	+	1848	374	0.6089	0.9934426229508196	0	38522at7147_0	15487059_15487187_+|15491304_15491549_+|15491615_15492431_+|15502449_15502651_+|15502716_15503192_+
14412at7147	Single	ptg000222l_1	6697608	6765813	-	4040	553	0.6396	0.9579111457521434	0	14412at7147_7	6765372_6765813_-|6754633_6756125_-|6738274_6738507_-|6700390_6700971_-|6697609_6698595_-
296at7147	Single	ptg000102l_1	7300850	7338900	+	9020	2398	0.5652	0.9769526248399488	0	296at7147_6	7300851_7301096_+|7327431_7327606_+|7328643_7334869_+|7334931_7335142_+|7335606_7335961_+|7336019_7336144_+|7336562_7337030_+|7337092_7337313_+|7337854_7338900_+
22821at7147	Single	ptg000390l_1	3830666	3836519	+	1513	399	0.5762	1.0	0	22821at7147_8	3830667_3830738_+|3830853_3831044_+|3831133_3831264_+|3834920_3835075_+|3835181_3835895_+|3836069_3836308_+|3836377_3836519_+
14276at7147	Single	ptg000265l_1	2923104	2924866	-	1722	441	0.5947	0.8313253012048193	0	14276at7147_1	2923782_2924866_-|2923515_2923707_-|2923105_2923449_-
59203at7147	Single	ptg000083l_1	763368	801387	+	1315	200	0.572	0.9944237918215614	0	59203at7147_1	763369_763542_+|782224_782625_+|790849_791304_+|800948_801236_+|801305_801387_+
10216at7147	Single	ptg000066l_1	2559942	2563153	-	2455	701	0.4806	0.9736363636363636	0	10216at7147_5	2563073_2563153_-|2562379_2563012_-|2561993_2562250_-|2559943_2561936_-
24094at7147	Single	ptg000038l_1	12882339	12901094	+	2320	397	0.655	0.9856938483547926	0	24094at7147_8	12882340_12882718_+|12899443_12901094_+
62890at7147	Single	ptg000337l_1	2004453	2005074	+	492	160	0.4831	0.9669811320754716	0	62890at7147_9	2004454_2005074_+
67346at7147	Fragmented	ptg000140l_1	9302953	9305598	-	746	153	0.4306	0.9740566037735849	0	67346at7147_3	9305410_9305598_-|9303850_9304113_-|9303187_9303729_-|9302954_9303127_-
9260at7147	Single	ptg000189l_1	3439413	3442283	+	2617	708	0.5793	0.973421926910299	0	9260at7147_6	3439414_3440167_+|3440241_3440754_+|3440813_3441088_+|3441197_3442283_+
26322at7147	Single	ptg000149l_1	7085393	7113412	+	1578	313	0.7455	1.0	0	26322at7147_1	7085394_7085502_+|7099760_7100039_+|7100111_7100185_+|7100914_7101044_+|7101110_7101264_+|7112841_7113025_+|7113175_7113412_+
51247at7147	Single	ptg000054l_1	2112299	2122012	+	1318	280	0.6221	0.7204502814258912	0	51247at7147_8	2112300_2112437_+|2120839_2121730_+|2121795_2122012_+
55358at7147	Single	ptg000226l_1	6106	7232	+	802	155	0.54	1.0	0	55358at7147_8	6107_6179_+|6229_6677_+|6735_7232_+
765at7147	Single	ptg000075l_1	198062	239351	-	4022	1940	0.3296	1.0	0	765at7147_8	239307_239351_-|238930_239213_-|233408_234519_-|230838_232174_-|227412_228537_-|224998_225911_-|209845_211457_-|209602_209767_-|198562_199476_-|198063_198488_-
56816at7147	Single	ptg000255l_1	958039	979022	-	693	179	0.5864	0.9473684210526315	0	56816at7147_1	978927_979022_-|958427_958658_-|958040_958365_-
42033at7147	Single	ptg000015l_1	9705033	9723715	-	902	233	0.6105	0.8051575931232091	0	42033at7147_9	9723367_9723715_-|9722972_9723294_-|9705034_9705207_-
29212at7147	Duplicated	ptg000146l_1	2977683	2978512	+	1020	198	0.8178	0.8398576512455516	0	29212at7147_4	2977684_2977820_+|2977884_2978004_+|2978063_2978512_+
29212at7147	Duplicated	ptg000325l_1	2095908	2096737	+	1020	198	0.8178	0.8398576512455516	0	29212at7147_4	2095909_2096045_+|2096109_2096229_+|2096288_2096737_+
60835at7147	Single	ptg000142l_1	4131187	4142788	+	469	134	0.5376	0.976878612716763	0	60835at7147_7	4131188_4131262_+|4131327_4131464_+|4142485_4142788_+
3553at7147	Single	ptg000120l_1	3270302	3285654	-	6004	1263	0.6177	1.0	0	3553at7147_8	3285488_3285654_-|3282443_3285290_-|3281810_3282368_-|3273835_3275279_-|3273642_3273729_-|3273389_3273523_-|3272914_3272985_-|3270303_3270895_-
11593at7147	Single	ptg000362l_1	4457982	4468686	-	1349	492	0.3915	1.0	0	11593at7147_0	4468648_4468686_-|4467836_4468559_-|4466993_4467583_-|4466529_4466887_-|4465820_4466240_-|4465472_4465750_-|4457983_4458239_-
14340at7147	Single	ptg000061l_1	8574003	8583902	+	1706	423	0.5719	0.5621788283658787	0	14340at7147_0	8574004_8574109_+|8582374_8583902_+
27288at7147	Single	ptg000067l_1	4519279	4523058	-	1707	362	0.7748	0.6537216828478964	0	27288at7147_0	4522596_4523058_-|4519280_4520028_-
23349at7147	Single	ptg000065l_1	3239037	3240912	+	1291	358	0.6361	0.944578313253012	0	23349at7147_8	3239038_3239656_+|3240353_3240912_+
62207at7147	Single	ptg000068l_1	1612076	1612550	+	514	117	0.6352	0.8977272727272727	0	62207at7147_4	1612077_1612550_+
72254at7147	Duplicated	ptg000244l_1	8208806	8209873	-	633	121	0.8571	1.0	0	72254at7147_0	8209849_8209873_-|8209693_8209784_-|8209372_8209632_-|8208807_8208848_-
72254at7147	Duplicated	ptg000063l_1	2239316	2240272	-	633	121	0.8571	1.0	0	72254at7147_0	2240248_2240272_-|2240092_2240183_-|2239771_2240031_-|2239317_2239358_-
24544at7147	Single	ptg000052l_1	4581696	4732185	-	2642	381	0.8441	0.9714285714285714	0	24544at7147_3	4732026_4732185_-|4718691_4718783_-|4707787_4707854_-|4677481_4677707_-|4672070_4672152_-|4644704_4644841_-|4636612_4636749_-|4604324_4604608_-|4595737_4596215_-|4581697_4581858_-
33443at7147	Single	ptg000217l_1	4430520	4431876	+	737	277	0.4	1.0	0	33443at7147_6	4430521_4430871_+|4431004_4431876_+
25266at7147	Single	ptg000148l_1	3145734	3146952	+	1416	355	0.6667	0.9508196721311475	0	25266at7147_5	3145735_3146952_+
68750at7147	Single	ptg000032l_1	13525835	13526528	-	537	121	0.6049	0.8307692307692308	0	68750at7147_0	13526395_13526528_-|13526261_13526333_-|13526017_13526191_-|13525836_13525939_-
45724at7147	Single	ptg000233l_1	4574165	4575333	-	1162	269	0.6551	0.9546827794561934	0	45724at7147_8	4575217_4575333_-|4574442_4575150_-|4574166_4574278_-
24103at7147	Single	ptg000349l_1	3702837	3729791	-	2730	566	0.6874	0.9463350785340314	0	24103at7147_5	3729679_3729791_-|3728929_3729619_-|3703394_3704272_-|3702838_3703314_-
41106at7147	Duplicated	ptg000254l_1	2592052	2614528	-	1459	262	0.9276	0.45103857566765576	0	41106at7147_1	2614267_2614528_-|2592396_2592770_-|2592053_2592327_-
41106at7147	Duplicated	ptg000128l_1	8666284	8680035	-	1459	262	0.9276	0.45103857566765576	0	41106at7147_1	8679774_8680035_-|8666628_8667002_-|8666285_8666559_-
28798at7147	Single	ptg000121l_1	3530833	3636068	-	1870	865	0.3658	0.8118466898954704	0	28798at7147_0	3635951_3636068_-|3634618_3635840_-|3634109_3634558_-|3633957_3634039_-|3549819_3550047_-|3549569_3549717_-|3532395_3532748_-|3532028_3532268_-|3531196_3531714_-|3530834_3531004_-
66070at7147	Single	ptg000014l_1	9425048	9432009	-	745	162	0.6345	0.9246031746031746	0	66070at7147_5	9431869_9432009_-|9431651_9431803_-|9431353_9431583_-|9425049_9425249_-
15484at7147	Single	ptg000186l_1	2380501	2396044	-	2286	593	0.6998	0.9490254872563718	0	15484at7147_6	2395536_2396044_-|2390483_2390831_-|2381169_2381675_-|2380720_2381115_-|2380502_2380633_-
21179at7147	Single	ptg000049l_1	268958	270602	+	2404	415	0.8174	1.0	0	21179at7147_1	268959_270602_+
44103at7147	Single	ptg000040l_1	3656155	3657184	+	533	203	0.4086	0.8685567010309279	0	44103at7147_3	3656156_3657184_+
40948at7147	Single	ptg000005l_1	7445983	7447126	+	1318	292	0.6875	1.0	0	40948at7147_1	7445984_7446257_+|7446396_7447126_+
3077at7147	Duplicated	ptg000187l_1	1178501	1208970	+	6751	1096	0.7032	0.9984771573604061	0	3077at7147_1	1178502_1178683_+|1178755_1179004_+|1179070_1179293_+|1180804_1182239_+|1182512_1182977_+|1183034_1183358_+|1183968_1184127_+|1184224_1184375_+|1185084_1185363_+|1185422_1185813_+|1186128_1186240_+|1186613_1187525_+|1187824_1188216_+|1188278_1188502_+|1208549_1208812_+|1208884_1208970_+
3077at7147	Duplicated	ptg000047l_1	453714	475167	+	6730	1096	0.6967	0.9984771573604061	0	3077at7147_1	453715_454215_+|454281_454504_+|455278_456713_+|456986_457451_+|457508_457832_+|460222_460381_+|460478_460629_+|461338_461617_+|461676_462067_+|462123_462235_+|462771_463683_+|463745_464137_+|464199_464423_+|474746_475009_+|475081_475167_+
34044at7147	Single	ptg000313l_1	5657538	5688184	+	922	274	0.535	0.3305870236869207	0	34044at7147_0	5657539_5657860_+|5657935_5658124_+|5687657_5687752_+|5687815_5688184_+
47053at7147	Single	ptg000202l_1	749334	841073	-	878	313	0.4187	0.887189292543021	0	47053at7147_6	840716_841073_-|784597_784792_-|756040_756102_-|754012_754540_-|749335_749631_-
77810at7147	Single	ptg000049l_1	4872831	4873389	+	420	115	0.587	0.9787234042553191	0	77810at7147_8	4872832_4872873_+|4872942_4873163_+|4873243_4873389_+
2109at7147	Single	ptg000451l_1	210581	225673	-	4407	1118	0.5791	0.9972583961617546	0	2109at7147_0	225527_225673_-|225092_225465_-|224798_225019_-|217214_218214_-|210582_213259_-
42518at7147	Single	ptg000032l_1	3919428	3925681	-	1515	327	0.8073	1.0	0	42518at7147_5	3925625_3925681_-|3924981_3925559_-|3924709_3924918_-|3919429_3919656_-
